Method;Class;K-Fold;Input Data;Test Data;Features;Error;Error %;ML method;HyperParameter;Remark;HP details
KFoldCV-1VSall;sitting;0;149055;16572;17;212.0;1.2792662322;AdaBoost;40;Validation stage;[{"dim": 6, "ineq": "gt", "thresh": 0.43034825870646765, "alpha": 0.8758828561009137}, {"dim": 10, "ineq": "lt", "thresh": 0.70000000000000007, "alpha": 0.9035213835027012}, {"dim": 7, "ineq": "lt", "thresh": 0.54329388560157788, "alpha": 0.8416749333383069}, {"dim": 9, "ineq": "gt", "thresh": 0.70000000000000007, "alpha": 0.7863474104325978}, {"dim": 10, "ineq": "lt", "thresh": 0.80000000000000004, "alpha": 0.5466411658932433}, {"dim": 8, "ineq": "gt", "thresh": 0.5, "alpha": 0.48524452518178446}, {"dim": 14, "ineq": "lt", "thresh": 0.80000000000000004, "alpha": 0.4795458222120121}, {"dim": 6, "ineq": "gt", "thresh": 0.38432835820895522, "alpha": 0.4082272022810174}, {"dim": 1, "ineq": "lt", "thresh": 0.10000000000000001, "alpha": 0.3654436028111212}, {"dim": 5, "ineq": "gt", "thresh": 0.37607361963190183, "alpha": 0.2943547597878072}, {"dim": 6, "ineq": "gt", "thresh": 0.43034825870646765, "alpha": 0.24897729337578178}, {"dim": 7, "ineq": "lt", "thresh": 0.46568047337278101, "alpha": 0.28381882032574024}, {"dim": 1, "ineq": "lt", "thresh": 0.40000000000000002, "alpha": 0.27604712644281815}, {"dim": 7, "ineq": "lt", "thresh": 0.46568047337278101, "alpha": 0.20584955499950472}, {"dim": 5, "ineq": "gt", "thresh": 0.34601226993865031, "alpha": 0.20841827260796225}, {"dim": 15, "ineq": "gt", "thresh": 0.70000000000000007, "alpha": 0.19777982307982847}, {"dim": 8, "ineq": "gt", "thresh": 0.5, "alpha": 0.1967336992778901}, {"dim": 1, "ineq": "lt", "thresh": 0.10000000000000001, "alpha": 0.16791561698424137}, {"dim": 9, "ineq": "gt", "thresh": 0.70000000000000007, "alpha": 0.12526126704547708}, {"dim": 6, "ineq": "gt", "thresh": 0.38432835820895522, "alpha": 0.1871587404280132}, {"dim": 8, "ineq": "lt", "thresh": 0.20000000000000001, "alpha": 0.15126539592559535}, {"dim": 1, "ineq": "lt", "thresh": 0.40000000000000002, "alpha": 0.12952950642960856}, {"dim": 7, "ineq": "lt", "thresh": 0.46568047337278101, "alpha": 0.12390578016020995}, {"dim": 15, "ineq": "gt", "thresh": 0.60000000000000009, "alpha": 0.1284279020773963}, {"dim": 9, "ineq": "gt", "thresh": 0.70000000000000007, "alpha": 0.12713356876667914}, {"dim": 5, "ineq": "gt", "thresh": 0.34601226993865031, "alpha": 0.11663906022578728}, {"dim": 9, "ineq": "lt", "thresh": 0.60000000000000009, "alpha": 0.12287075389739115}, {"dim": 10, "ineq": "gt", "thresh": 0.80000000000000004, "alpha": 0.11485011697538429}, {"dim": 8, "ineq": "gt", "thresh": 0.5, "alpha": 0.09274923830715304}, {"dim": 1, "ineq": "lt", "thresh": 0.40000000000000002, "alpha": 0.10956100029829217}, {"dim": 7, "ineq": "lt", "thresh": 0.46568047337278101, "alpha": 0.11413399623050348}, {"dim": 15, "ineq": "gt", "thresh": 0.60000000000000009, "alpha": 0.11885280199741456}, {"dim": 9, "ineq": "gt", "thresh": 0.70000000000000007, "alpha": 0.11641116185333532}, {"dim": 14, "ineq": "lt", "thresh": 0.90000000000000002, "alpha": 0.10547292745267946}, {"dim": 8, "ineq": "lt", "thresh": 0.20000000000000001, "alpha": 0.11053807964741162}, {"dim": 14, "ineq": "gt", "thresh": 0.30000000000000004, "alpha": 0.09930176749743756}, {"dim": 7, "ineq": "lt", "thresh": 0.46568047337278101, "alpha": 0.10127287450225715}, {"dim": 14, "ineq": "lt", "thresh": 0.90000000000000002, "alpha": 0.09123821934789328}, {"dim": 9, "ineq": "gt", "thresh": 0.70000000000000007, "alpha": 0.09382497008843828}, {"dim": 15, "ineq": "gt", "thresh": 0.60000000000000009, "alpha": 0.08646322497652283}]
KFoldCV-1VSall;sitting;1;149078;16549;17;246.0;1.48649465224;AdaBoost;40;Validation stage;[{"dim": 14, "ineq": "lt", "thresh": 0.80000000000000004, "alpha": 0.791964567442306}, {"dim": 7, "ineq": "lt", "thresh": 0.5, "alpha": 0.8029104005598585}, {"dim": 10, "ineq": "lt", "thresh": 0.80000000000000004, "alpha": 0.6409788752716225}, {"dim": 9, "ineq": "gt", "thresh": 0.70000000000000007, "alpha": 0.618757245814012}, {"dim": 6, "ineq": "gt", "thresh": 0.40000000000000002, "alpha": 0.7771477863681563}, {"dim": 10, "ineq": "lt", "thresh": 0.70000000000000007, "alpha": 0.42512750344223516}, {"dim": 6, "ineq": "gt", "thresh": 0.40000000000000002, "alpha": 0.2796127313501201}, {"dim": 9, "ineq": "gt", "thresh": 0.70000000000000007, "alpha": 0.3689267979778347}, {"dim": 14, "ineq": "gt", "thresh": 0.80000000000000004, "alpha": 0.24867220322632475}, {"dim": 1, "ineq": "lt", "thresh": 0.40000000000000002, "alpha": 0.2715878981795681}, {"dim": 15, "ineq": "gt", "thresh": 0.70000000000000007, "alpha": 0.24945238063618994}, {"dim": 8, "ineq": "gt", "thresh": 0.5, "alpha": 0.2882015716885269}, {"dim": 7, "ineq": "lt", "thresh": 0.5, "alpha": 0.23654934037530734}, {"dim": 6, "ineq": "gt", "thresh": 0.40000000000000002, "alpha": 0.2363443783069212}, {"dim": 1, "ineq": "lt", "thresh": 0.10000000000000001, "alpha": 0.2690226915283107}, {"dim": 10, "ineq": "gt", "thresh": 0.80000000000000004, "alpha": 0.254335385438419}, {"dim": 13, "ineq": "gt", "thresh": 0.5, "alpha": 0.16662666810888718}, {"dim": 8, "ineq": "lt", "thresh": 0.20000000000000001, "alpha": 0.2441605879499396}, {"dim": 1, "ineq": "lt", "thresh": 0.40000000000000002, "alpha": 0.21032133508176523}, {"dim": 9, "ineq": "gt", "thresh": 0.70000000000000007, "alpha": 0.206503703498177}, {"dim": 6, "ineq": "gt", "thresh": 0.40000000000000002, "alpha": 0.2110171805460961}, {"dim": 10, "ineq": "lt", "thresh": 0.70000000000000007, "alpha": 0.1862186685555895}, {"dim": 8, "ineq": "gt", "thresh": 0.5, "alpha": 0.18279802423757532}, {"dim": 14, "ineq": "gt", "thresh": 0.80000000000000004, "alpha": 0.18771889523546753}, {"dim": 1, "ineq": "lt", "thresh": 0.40000000000000002, "alpha": 0.14907719913003156}, {"dim": 12, "ineq": "gt", "thresh": 0.60000000000000009, "alpha": 0.17944308330427694}, {"dim": 6, "ineq": "gt", "thresh": 0.40000000000000002, "alpha": 0.12703714834245974}, {"dim": 7, "ineq": "lt", "thresh": 0.5, "alpha": 0.13669737751661595}, {"dim": 11, "ineq": "gt", "thresh": 0.5, "alpha": 0.11672074175967626}, {"dim": 10, "ineq": "gt", "thresh": 0.80000000000000004, "alpha": 0.12273867833725514}, {"dim": 10, "ineq": "lt", "thresh": 0.70000000000000007, "alpha": 0.11429997688961366}, {"dim": 1, "ineq": "lt", "thresh": 0.40000000000000002, "alpha": 0.1312610301603021}, {"dim": 8, "ineq": "gt", "thresh": 0.5, "alpha": 0.13031822349822272}, {"dim": 15, "ineq": "gt", "thresh": 0.70000000000000007, "alpha": 0.10033399511088263}, {"dim": 14, "ineq": "gt", "thresh": 0.80000000000000004, "alpha": 0.10257108720761333}, {"dim": 6, "ineq": "gt", "thresh": 0.40000000000000002, "alpha": 0.07307562437044925}, {"dim": 10, "ineq": "lt", "thresh": 0.70000000000000007, "alpha": 0.1191151349312278}, {"dim": 7, "ineq": "lt", "thresh": 0.60000000000000009, "alpha": 0.08945764913830317}, {"dim": 9, "ineq": "gt", "thresh": 0.70000000000000007, "alpha": 0.12052894616379671}, {"dim": 7, "ineq": "lt", "thresh": 0.60000000000000009, "alpha": 0.10750707126497512}]
KFoldCV-1VSall;sitting;2;149084;16543;17;272.0;1.64419996373;AdaBoost;40;Validation stage;[{"dim": 10, "ineq": "lt", "thresh": 0.79350473612990524, "alpha": 0.9374953682210179}, {"dim": 7, "ineq": "lt", "thresh": 0.5, "alpha": 0.8153275643122393}, {"dim": 6, "ineq": "gt", "thresh": 0.40000000000000002, "alpha": 0.7780901369596878}, {"dim": 9, "ineq": "gt", "thresh": 0.70000000000000007, "alpha": 0.7106728598111924}, {"dim": 1, "ineq": "lt", "thresh": 0.40000000000000002, "alpha": 0.43626304191572585}, {"dim": 15, "ineq": "gt", "thresh": 0.70000000000000007, "alpha": 0.4116164652883817}, {"dim": 8, "ineq": "gt", "thresh": 0.5, "alpha": 0.31784378714386646}, {"dim": 7, "ineq": "lt", "thresh": 0.5, "alpha": 0.2929248177462414}, {"dim": 6, "ineq": "gt", "thresh": 0.40000000000000002, "alpha": 0.30567016473666403}, {"dim": 10, "ineq": "lt", "thresh": 0.69431664411366711, "alpha": 0.32516300191742964}, {"dim": 10, "ineq": "gt", "thresh": 0.79350473612990524, "alpha": 0.28837475562076587}, {"dim": 1, "ineq": "lt", "thresh": 0.40000000000000002, "alpha": 0.1895610975607801}, {"dim": 9, "ineq": "gt", "thresh": 0.70000000000000007, "alpha": 0.30717967354457854}, {"dim": 6, "ineq": "gt", "thresh": 0.40000000000000002, "alpha": 0.26845054852993944}, {"dim": 12, "ineq": "gt", "thresh": 0.60000000000000009, "alpha": 0.2525325772829357}, {"dim": 11, "ineq": "gt", "thresh": 0.5, "alpha": 0.14414859476969905}, {"dim": 8, "ineq": "lt", "thresh": 0.20000000000000001, "alpha": 0.16546766415277614}, {"dim": 6, "ineq": "gt", "thresh": 0.40000000000000002, "alpha": 0.202946189175624}, {"dim": 10, "ineq": "lt", "thresh": 0.69431664411366711, "alpha": 0.16399506536260103}, {"dim": 8, "ineq": "gt", "thresh": 0.5, "alpha": 0.17536114923190374}, {"dim": 1, "ineq": "lt", "thresh": 0.10000000000000001, "alpha": 0.16770496090420756}, {"dim": 10, "ineq": "gt", "thresh": 0.79350473612990524, "alpha": 0.18396011986570504}, {"dim": 13, "ineq": "gt", "thresh": 0.5, "alpha": 0.15264199331886566}, {"dim": 9, "ineq": "gt", "thresh": 0.70000000000000007, "alpha": 0.1487381128086264}, {"dim": 6, "ineq": "gt", "thresh": 0.40000000000000002, "alpha": 0.1449844580291444}, {"dim": 10, "ineq": "lt", "thresh": 0.69431664411366711, "alpha": 0.1552707279155999}, {"dim": 7, "ineq": "lt", "thresh": 0.60000000000000009, "alpha": 0.12323789298267901}, {"dim": 5, "ineq": "gt", "thresh": 0.40000000000000002, "alpha": 0.1362640645233092}, {"dim": 7, "ineq": "lt", "thresh": 0.60000000000000009, "alpha": 0.11505129611364925}, {"dim": 7, "ineq": "lt", "thresh": 0.5, "alpha": 0.11998158989933336}, {"dim": 1, "ineq": "lt", "thresh": 0.40000000000000002, "alpha": 0.12074259312867405}, {"dim": 9, "ineq": "gt", "thresh": 0.70000000000000007, "alpha": 0.13439158395530454}, {"dim": 7, "ineq": "lt", "thresh": 0.60000000000000009, "alpha": 0.10190477445594465}, {"dim": 8, "ineq": "lt", "thresh": 0.20000000000000001, "alpha": 0.11132436470973557}, {"dim": 8, "ineq": "gt", "thresh": 0.5, "alpha": 0.10554866969313716}, {"dim": 10, "ineq": "gt", "thresh": 0.79350473612990524, "alpha": 0.10770923344667095}, {"dim": 14, "ineq": "lt", "thresh": 0.80000000000000004, "alpha": 0.11932173704601967}, {"dim": 1, "ineq": "lt", "thresh": 0.10000000000000001, "alpha": 0.115914620198662}, {"dim": 6, "ineq": "gt", "thresh": 0.40000000000000002, "alpha": 0.08673538347647461}, {"dim": 5, "ineq": "gt", "thresh": 0.40000000000000002, "alpha": 0.08981559234204078}]
KFoldCV-1VSall;sitting;3;149055;16572;17;272.0;1.64132271301;AdaBoost;40;Validation stage;[{"dim": 14, "ineq": "lt", "thresh": 0.80000000000000004, "alpha": 0.7938925364647156}, {"dim": 7, "ineq": "lt", "thresh": 0.5, "alpha": 0.8024250404230402}, {"dim": 10, "ineq": "lt", "thresh": 0.80000000000000004, "alpha": 0.6409922527027176}, {"dim": 9, "ineq": "gt", "thresh": 0.70000000000000007, "alpha": 0.6226096326718155}, {"dim": 6, "ineq": "gt", "thresh": 0.40000000000000002, "alpha": 0.7742799046420504}, {"dim": 10, "ineq": "lt", "thresh": 0.70000000000000007, "alpha": 0.4209954567879919}, {"dim": 6, "ineq": "gt", "thresh": 0.40000000000000002, "alpha": 0.27498531501410806}, {"dim": 9, "ineq": "gt", "thresh": 0.70000000000000007, "alpha": 0.3628898038245927}, {"dim": 14, "ineq": "gt", "thresh": 0.80000000000000004, "alpha": 0.25089807307942374}, {"dim": 1, "ineq": "lt", "thresh": 0.40000000000000002, "alpha": 0.2698492777203938}, {"dim": 15, "ineq": "gt", "thresh": 0.70000000000000007, "alpha": 0.25490233931616635}, {"dim": 8, "ineq": "gt", "thresh": 0.5, "alpha": 0.2970606120737378}, {"dim": 7, "ineq": "lt", "thresh": 0.5, "alpha": 0.23835493931145565}, {"dim": 6, "ineq": "gt", "thresh": 0.40000000000000002, "alpha": 0.23040796727447782}, {"dim": 1, "ineq": "lt", "thresh": 0.10000000000000001, "alpha": 0.26842259633765186}, {"dim": 10, "ineq": "gt", "thresh": 0.80000000000000004, "alpha": 0.2528112579128713}, {"dim": 13, "ineq": "gt", "thresh": 0.5, "alpha": 0.1691027523272887}, {"dim": 8, "ineq": "lt", "thresh": 0.20000000000000001, "alpha": 0.23927597199122977}, {"dim": 1, "ineq": "lt", "thresh": 0.40000000000000002, "alpha": 0.20969222371504126}, {"dim": 9, "ineq": "gt", "thresh": 0.70000000000000007, "alpha": 0.20396779633814893}, {"dim": 6, "ineq": "gt", "thresh": 0.40000000000000002, "alpha": 0.2067460531561584}, {"dim": 10, "ineq": "lt", "thresh": 0.70000000000000007, "alpha": 0.1803701540251849}, {"dim": 8, "ineq": "gt", "thresh": 0.5, "alpha": 0.1787272751185242}, {"dim": 14, "ineq": "gt", "thresh": 0.80000000000000004, "alpha": 0.18242376032955163}, {"dim": 15, "ineq": "gt", "thresh": 0.70000000000000007, "alpha": 0.1498477466025967}, {"dim": 6, "ineq": "gt", "thresh": 0.40000000000000002, "alpha": 0.17678302410027583}, {"dim": 12, "ineq": "gt", "thresh": 0.60000000000000009, "alpha": 0.14281154355589537}, {"dim": 1, "ineq": "lt", "thresh": 0.40000000000000002, "alpha": 0.11651096572338877}, {"dim": 7, "ineq": "lt", "thresh": 0.5, "alpha": 0.12738935372455404}, {"dim": 14, "ineq": "gt", "thresh": 0.80000000000000004, "alpha": 0.10591515710545626}, {"dim": 1, "ineq": "lt", "thresh": 0.40000000000000002, "alpha": 0.12413551664537435}, {"dim": 9, "ineq": "gt", "thresh": 0.70000000000000007, "alpha": 0.12795371793450422}, {"dim": 7, "ineq": "lt", "thresh": 0.60000000000000009, "alpha": 0.11295921391073555}, {"dim": 10, "ineq": "gt", "thresh": 0.80000000000000004, "alpha": 0.11255579499385576}, {"dim": 10, "ineq": "lt", "thresh": 0.70000000000000007, "alpha": 0.1415056674285791}, {"dim": 8, "ineq": "gt", "thresh": 0.5, "alpha": 0.13564608633626662}, {"dim": 7, "ineq": "lt", "thresh": 0.60000000000000009, "alpha": 0.11321939264010746}, {"dim": 5, "ineq": "gt", "thresh": 0.40000000000000002, "alpha": 0.12297726717372368}, {"dim": 7, "ineq": "lt", "thresh": 0.60000000000000009, "alpha": 0.10395954627829004}, {"dim": 8, "ineq": "lt", "thresh": 0.20000000000000001, "alpha": 0.11511150059780545}]
KFoldCV-1VSall;sitting;4;149055;16572;17;285.0;1.71976828385;AdaBoost;40;Validation stage;[{"dim": 14, "ineq": "lt", "thresh": 0.80000000000000004, "alpha": 0.7926080174283132}, {"dim": 7, "ineq": "lt", "thresh": 0.5, "alpha": 0.8036328932106255}, {"dim": 10, "ineq": "lt", "thresh": 0.80000000000000004, "alpha": 0.6418562891484194}, {"dim": 9, "ineq": "gt", "thresh": 0.70000000000000007, "alpha": 0.6210652011329963}, {"dim": 6, "ineq": "gt", "thresh": 0.40000000000000002, "alpha": 0.7760240689874831}, {"dim": 10, "ineq": "lt", "thresh": 0.70000000000000007, "alpha": 0.4229471020756454}, {"dim": 6, "ineq": "gt", "thresh": 0.40000000000000002, "alpha": 0.2758047571525341}, {"dim": 9, "ineq": "gt", "thresh": 0.70000000000000007, "alpha": 0.3643971077943595}, {"dim": 14, "ineq": "gt", "thresh": 0.80000000000000004, "alpha": 0.24877036747632392}, {"dim": 1, "ineq": "lt", "thresh": 0.40000000000000002, "alpha": 0.2710782865312932}, {"dim": 15, "ineq": "gt", "thresh": 0.69934640522875813, "alpha": 0.2513675046306551}, {"dim": 8, "ineq": "gt", "thresh": 0.5, "alpha": 0.2913413096321454}, {"dim": 7, "ineq": "lt", "thresh": 0.5, "alpha": 0.23798420333106932}, {"dim": 6, "ineq": "gt", "thresh": 0.40000000000000002, "alpha": 0.2322424085134092}, {"dim": 1, "ineq": "lt", "thresh": 0.10000000000000001, "alpha": 0.2766859379293127}, {"dim": 10, "ineq": "gt", "thresh": 0.80000000000000004, "alpha": 0.2545916231392943}, {"dim": 13, "ineq": "gt", "thresh": 0.5, "alpha": 0.17133320869276578}, {"dim": 8, "ineq": "lt", "thresh": 0.20000000000000001, "alpha": 0.24174866751611057}, {"dim": 1, "ineq": "lt", "thresh": 0.40000000000000002, "alpha": 0.21067420958743213}, {"dim": 9, "ineq": "gt", "thresh": 0.70000000000000007, "alpha": 0.2084424138720936}, {"dim": 6, "ineq": "gt", "thresh": 0.40000000000000002, "alpha": 0.21242042025290148}, {"dim": 10, "ineq": "lt", "thresh": 0.70000000000000007, "alpha": 0.17902257781542535}, {"dim": 8, "ineq": "gt", "thresh": 0.5, "alpha": 0.18409685408773305}, {"dim": 14, "ineq": "gt", "thresh": 0.80000000000000004, "alpha": 0.1835343028293709}, {"dim": 15, "ineq": "gt", "thresh": 0.69934640522875813, "alpha": 0.1555889970108483}, {"dim": 6, "ineq": "gt", "thresh": 0.40000000000000002, "alpha": 0.1796071084703144}, {"dim": 12, "ineq": "gt", "thresh": 0.60000000000000009, "alpha": 0.13728563762307897}, {"dim": 1, "ineq": "lt", "thresh": 0.40000000000000002, "alpha": 0.11641561789008704}, {"dim": 7, "ineq": "lt", "thresh": 0.5, "alpha": 0.1372491579345777}, {"dim": 1, "ineq": "lt", "thresh": 0.40000000000000002, "alpha": 0.11490074720321827}, {"dim": 5, "ineq": "gt", "thresh": 0.40000000000000002, "alpha": 0.14255612432008363}, {"dim": 10, "ineq": "gt", "thresh": 0.80000000000000004, "alpha": 0.12447470806903549}, {"dim": 1, "ineq": "lt", "thresh": 0.40000000000000002, "alpha": 0.11530060158117181}, {"dim": 10, "ineq": "lt", "thresh": 0.70000000000000007, "alpha": 0.12865079607701846}, {"dim": 8, "ineq": "gt", "thresh": 0.5, "alpha": 0.1393170216296458}, {"dim": 7, "ineq": "lt", "thresh": 0.60000000000000009, "alpha": 0.10986345331279977}, {"dim": 9, "ineq": "gt", "thresh": 0.70000000000000007, "alpha": 0.1290061706307571}, {"dim": 7, "ineq": "lt", "thresh": 0.60000000000000009, "alpha": 0.11419515511712608}, {"dim": 14, "ineq": "gt", "thresh": 0.80000000000000004, "alpha": 0.12710297977452578}, {"dim": 7, "ineq": "lt", "thresh": 0.5, "alpha": 0.10007451130442752}]
KFoldCV-1VSall;sitting;5;149069;16558;17;283.0;1.70914361638;AdaBoost;40;Validation stage;[{"dim": 14, "ineq": "lt", "thresh": 0.79651669085631349, "alpha": 0.8120195368872591}, {"dim": 9, "ineq": "gt", "thresh": 0.67844827586206891, "alpha": 0.751824970747398}, {"dim": 6, "ineq": "gt", "thresh": 0.40000000000000002, "alpha": 0.7224336925606076}, {"dim": 7, "ineq": "lt", "thresh": 0.5, "alpha": 0.8448203971707504}, {"dim": 10, "ineq": "lt", "thresh": 0.80000000000000004, "alpha": 0.6293074921866894}, {"dim": 10, "ineq": "lt", "thresh": 0.70000000000000007, "alpha": 0.28158763735886655}, {"dim": 6, "ineq": "gt", "thresh": 0.40000000000000002, "alpha": 0.3739346390228949}, {"dim": 9, "ineq": "gt", "thresh": 0.67844827586206891, "alpha": 0.2636092965900476}, {"dim": 14, "ineq": "gt", "thresh": 0.79651669085631349, "alpha": 0.2397399947592176}, {"dim": 1, "ineq": "lt", "thresh": 0.40000000000000002, "alpha": 0.26145506807547364}, {"dim": 15, "ineq": "gt", "thresh": 0.70000000000000007, "alpha": 0.2654056626655026}, {"dim": 8, "ineq": "gt", "thresh": 0.5, "alpha": 0.24040134933595908}, {"dim": 1, "ineq": "lt", "thresh": 0.10000000000000001, "alpha": 0.2723982548883967}, {"dim": 10, "ineq": "gt", "thresh": 0.80000000000000004, "alpha": 0.19633133937022143}, {"dim": 10, "ineq": "lt", "thresh": 0.70000000000000007, "alpha": 0.18740115848765368}, {"dim": 6, "ineq": "gt", "thresh": 0.40000000000000002, "alpha": 0.282803597453815}, {"dim": 8, "ineq": "lt", "thresh": 0.20000000000000001, "alpha": 0.24743668604103727}, {"dim": 13, "ineq": "gt", "thresh": 0.5, "alpha": 0.21532242965131754}, {"dim": 8, "ineq": "gt", "thresh": 0.5, "alpha": 0.1795171835019715}, {"dim": 10, "ineq": "lt", "thresh": 0.70000000000000007, "alpha": 0.16574958631368597}, {"dim": 14, "ineq": "gt", "thresh": 0.79651669085631349, "alpha": 0.17240873300096035}, {"dim": 7, "ineq": "lt", "thresh": 0.60000000000000009, "alpha": 0.1560321002358246}, {"dim": 7, "ineq": "lt", "thresh": 0.5, "alpha": 0.18391492548702293}, {"dim": 1, "ineq": "lt", "thresh": 0.40000000000000002, "alpha": 0.15665185020666347}, {"dim": 12, "ineq": "gt", "thresh": 0.60000000000000009, "alpha": 0.16881144507537707}, {"dim": 10, "ineq": "gt", "thresh": 0.80000000000000004, "alpha": 0.14277446154400003}, {"dim": 8, "ineq": "gt", "thresh": 0.5, "alpha": 0.12369370473568705}, {"dim": 1, "ineq": "lt", "thresh": 0.40000000000000002, "alpha": 0.11107217931509387}, {"dim": 8, "ineq": "lt", "thresh": 0.20000000000000001, "alpha": 0.16871635678591843}, {"dim": 6, "ineq": "gt", "thresh": 0.40000000000000002, "alpha": 0.14674070684838553}, {"dim": 10, "ineq": "lt", "thresh": 0.70000000000000007, "alpha": 0.1280699791898086}, {"dim": 7, "ineq": "lt", "thresh": 0.60000000000000009, "alpha": 0.11128284878946587}, {"dim": 9, "ineq": "gt", "thresh": 0.67844827586206891, "alpha": 0.13906334644884213}, {"dim": 7, "ineq": "lt", "thresh": 0.60000000000000009, "alpha": 0.1168143423004512}, {"dim": 8, "ineq": "lt", "thresh": 0.20000000000000001, "alpha": 0.11391022969276773}, {"dim": 7, "ineq": "lt", "thresh": 0.60000000000000009, "alpha": 0.10222095327355774}, {"dim": 5, "ineq": "gt", "thresh": 0.40000000000000002, "alpha": 0.11548812919243225}, {"dim": 10, "ineq": "gt", "thresh": 0.80000000000000004, "alpha": 0.09854829380065931}, {"dim": 1, "ineq": "lt", "thresh": 0.40000000000000002, "alpha": 0.10082566359271501}, {"dim": 7, "ineq": "lt", "thresh": 0.5, "alpha": 0.12462754706639508}]
KFoldCV-1VSall;sitting;6;149073;16554;17;288.0;1.73976078289;AdaBoost;40;Validation stage;[{"dim": 14, "ineq": "lt", "thresh": 0.80000000000000004, "alpha": 0.7942509898173127}, {"dim": 7, "ineq": "lt", "thresh": 0.5, "alpha": 0.8043038069707831}, {"dim": 10, "ineq": "lt", "thresh": 0.80000000000000004, "alpha": 0.6397464252072121}, {"dim": 9, "ineq": "gt", "thresh": 0.70000000000000007, "alpha": 0.6182887183190309}, {"dim": 6, "ineq": "gt", "thresh": 0.40000000000000002, "alpha": 0.7786890546341629}, {"dim": 10, "ineq": "lt", "thresh": 0.70000000000000007, "alpha": 0.41923374805919056}, {"dim": 6, "ineq": "gt", "thresh": 0.40000000000000002, "alpha": 0.27460551288377427}, {"dim": 9, "ineq": "gt", "thresh": 0.70000000000000007, "alpha": 0.36497745057797665}, {"dim": 14, "ineq": "gt", "thresh": 0.80000000000000004, "alpha": 0.24899534991648312}, {"dim": 1, "ineq": "lt", "thresh": 0.40000000000000002, "alpha": 0.27149510853423436}, {"dim": 15, "ineq": "gt", "thresh": 0.70000000000000007, "alpha": 0.2504807328449055}, {"dim": 8, "ineq": "gt", "thresh": 0.5, "alpha": 0.2953932406010139}, {"dim": 7, "ineq": "lt", "thresh": 0.5, "alpha": 0.23407106901494257}, {"dim": 6, "ineq": "gt", "thresh": 0.40000000000000002, "alpha": 0.22921656945075225}, {"dim": 1, "ineq": "lt", "thresh": 0.10000000000000001, "alpha": 0.27163109669931956}, {"dim": 10, "ineq": "gt", "thresh": 0.80000000000000004, "alpha": 0.25249483607918616}, {"dim": 13, "ineq": "gt", "thresh": 0.5, "alpha": 0.1685454679683875}, {"dim": 8, "ineq": "lt", "thresh": 0.20000000000000001, "alpha": 0.24198771134092736}, {"dim": 1, "ineq": "lt", "thresh": 0.40000000000000002, "alpha": 0.20857062993090525}, {"dim": 9, "ineq": "gt", "thresh": 0.70000000000000007, "alpha": 0.20559168065150468}, {"dim": 6, "ineq": "gt", "thresh": 0.40000000000000002, "alpha": 0.2091940105638152}, {"dim": 10, "ineq": "lt", "thresh": 0.70000000000000007, "alpha": 0.1790007759651832}, {"dim": 8, "ineq": "gt", "thresh": 0.5, "alpha": 0.18096850537950396}, {"dim": 14, "ineq": "gt", "thresh": 0.80000000000000004, "alpha": 0.1820259536930879}, {"dim": 15, "ineq": "gt", "thresh": 0.70000000000000007, "alpha": 0.15019622604133198}, {"dim": 6, "ineq": "gt", "thresh": 0.40000000000000002, "alpha": 0.17692689971582393}, {"dim": 12, "ineq": "gt", "thresh": 0.60000000000000009, "alpha": 0.13896144641543645}, {"dim": 1, "ineq": "lt", "thresh": 0.40000000000000002, "alpha": 0.11457186705255654}, {"dim": 5, "ineq": "gt", "thresh": 0.40000000000000002, "alpha": 0.13232427440492922}, {"dim": 10, "ineq": "gt", "thresh": 0.80000000000000004, "alpha": 0.10923564582529834}, {"dim": 7, "ineq": "lt", "thresh": 0.60000000000000009, "alpha": 0.10903188281471354}, {"dim": 10, "ineq": "lt", "thresh": 0.70000000000000007, "alpha": 0.15012122824503618}, {"dim": 8, "ineq": "gt", "thresh": 0.5, "alpha": 0.12194598328260145}, {"dim": 1, "ineq": "lt", "thresh": 0.40000000000000002, "alpha": 0.10950759471048178}, {"dim": 7, "ineq": "lt", "thresh": 0.5, "alpha": 0.1348362705190103}, {"dim": 1, "ineq": "lt", "thresh": 0.40000000000000002, "alpha": 0.11055731341436734}, {"dim": 14, "ineq": "gt", "thresh": 0.80000000000000004, "alpha": 0.11491864688856557}, {"dim": 9, "ineq": "gt", "thresh": 0.70000000000000007, "alpha": 0.09115892327411773}, {"dim": 7, "ineq": "lt", "thresh": 0.60000000000000009, "alpha": 0.1286267005496646}, {"dim": 9, "ineq": "gt", "thresh": 0.70000000000000007, "alpha": 0.11389686651630161}]
